Mass Range,Relative Error Chirp Mass (%),Relative Error Mass Ratio (%)
CNN_low_mass,-25.447094133745875,21.735012531280518
CNN_low_mass,1.4646570290691925,40.16573429107666
CNN_low_mass,-3.5498256858663897,30.906808376312256
CNN_low_mass,-3.510740095234304,31.080353260040283
CNN_low_mass,1.524936624461136,38.37399482727051
CNN_low_mass,-9.65220306998335,13.051817697637224
CNN_low_mass,-6.662917062890257,23.6068886869094
CNN_low_mass,-1.5444144876566284,25.69492003496956
CNN_low_mass,0.3442412021376796,27.022329498739804
CNN_low_mass,-10.488645732152932,14.491869421566236
CNN_low_mass,0.025162364027158702,26.045437420115753
CNN_low_mass,-3.0596380175855336,21.33849718991448
CNN_low_mass,2.8182463750122664,30.428766503053556
CNN_low_mass,3.459562763526728,28.13557246152093
CNN_low_mass,-1.7558721840052793,26.214458661920887
CNN_low_mass,-3.8985939585768135,22.564981965457694
CNN_low_mass,-1.8826314061331628,24.773060574251065
CNN_low_mass,1.5453928930094105,29.080267513499543
CNN_low_mass,9.468949336340053,38.30397409551284
CNN_low_mass,-13.101340867087202,12.330661100499773
CNN_low_mass,19.419929665884897,55.63287454492906
CNN_low_mass,-20.4272433071044,-12.17790544033051
CNN_low_mass,-2.038662010142204,4.920476675033564
CNN_low_mass,-10.114426293138369,-2.348488569259649
CNN_low_mass,4.09048902016308,9.064646065235133
CNN_low_mass,-2.441112727848662,3.385001420974726
CNN_low_mass,-0.1721350359296471,5.074428021907801
CNN_low_mass,-3.802906478225492,2.227002382278437
CNN_low_mass,-1.7136650901392616,3.7557497620582527
CNN_low_mass,-12.16257809000042,-3.598137199878698
CNN_low_mass,-8.865248762242848,-2.915015816688543
CNN_low_mass,-13.950081588531935,-6.9624543190002495
CNN_low_mass,-16.886515787956803,-8.39292854070664
CNN_low_mass,5.341555069875309,10.380291938781733
CNN_low_mass,-4.786301555738986,1.5032827854156439
CNN_low_mass,-2.9139128153291085,3.0754745006561226
CNN_low_mass,-24.847709929405887,-19.257715344429023
CNN_low_mass,0.05497459288261263,4.156513214111324
CNN_low_mass,-7.405703717051355,-2.8539299964904825
CNN_low_mass,3.9173559789487653,6.738500595092768
CNN_low_mass,-3.9197599910965546,0.23580312728881392
CNN_low_mass,1.1310094817889895,4.623110294342037
CNN_low_mass,-8.930759058192907,-4.1793990135192916
CNN_low_mass,-10.446150038596075,-5.379970073699955
CNN_low_mass,-24.596191385647685,-20.586922168731693
CNN_low_mass,-7.636903730573184,-3.4499740600585977
CNN_low_mass,-6.393059668216054,-2.125957012176518
CNN_low_mass,-1.9841975159896115,1.449663639068599
CNN_low_mass,-14.720367708488904,-7.957093715667729
CNN_low_mass,-3.7320215766533917,0.3052330017089799
CNN_low_mass,7.071172378119652,8.975319862365717
CNN_low_mass,1.933527748638026,5.435268878936763
CNN_low_mass,0.7524019444944541,3.388736248016353
CNN_low_mass,-5.99504638620154,-10.29053515401381
CNN_low_mass,-14.634728712242847,-17.33632211027475
CNN_low_mass,-23.536473731225136,-22.537002070196756
CNN_low_mass,-6.636345640913433,-10.911142826080333
CNN_low_mass,-16.431194137100128,-17.917103602968425
CNN_low_mass,-12.912197071870434,-15.534296940112945
CNN_low_mass,6.477589741857654,-0.7760183564547957
CNN_low_mass,-5.990693407430504,-9.868990552836463
CNN_low_mass,-8.716653509149715,-11.66879596381353
CNN_low_mass,-13.414208434200559,-16.18842914186676
CNN_low_mass,-8.072486933950419,-12.535272795578539
CNN_low_mass,-8.803683371404784,-12.918101096975404
CNN_low_mass,2.788871074306023,-3.36670546696105
CNN_low_mass,-11.579925577733468,-13.874928293557012
CNN_low_mass,-35.77707232025552,-27.79838627782362
CNN_low_mass,0.6785900501974964,-4.381887666110346
CNN_low_mass,-24.630936983604286,-18.67602030436198
CNN_low_mass,-7.5111163949676945,-4.736849466959636
CNN_low_mass,-4.246259389276276,-2.0966529846191406
CNN_low_mass,-5.322067594006171,-3.0106099446614585
CNN_low_mass,-15.60667550356827,-11.792322794596354
CNN_low_mass,-3.076484778749378,-1.0875956217447917
CNN_low_mass,-10.028761197957667,-6.9894345601399746
CNN_low_mass,-25.990773094529658,-19.864947001139324
CNN_low_mass,-7.292031177447908,-4.511038462320963
CNN_low_mass,-7.034636633503618,-4.9625396728515625
CNN_low_mass,-18.94563351023365,-14.30538813273112
CNN_low_mass,-13.571938960790735,-9.861297607421875
CNN_low_mass,-42.52442633579779,-36.76964441935222
CNN_low_mass,-11.163472555685473,-8.220577239990234
CNN_low_mass,-7.088589347421384,-4.565684000651041
CNN_low_mass,-15.896700513106554,-11.940962473551432
Mass Range,Relative Error Chirp Mass (%),Relative Error Mass Ratio (%)
CNN_mid_mass_I,22.996164077533717,-16.211920976638794
CNN_mid_mass_I,11.331531345493499,-13.102728128433228
CNN_mid_mass_I,9.77504696966004,-13.278603553771973
CNN_mid_mass_I,9.709304229001035,-12.735849618911743
CNN_mid_mass_I,13.17000018019399,-13.61604928970337
CNN_mid_mass_I,21.161597905005237,-17.158979177474976
CNN_mid_mass_I,23.0334926988702,-14.380347728729248
CNN_mid_mass_I,7.813678510419958,-12.603849172592163
CNN_mid_mass_I,11.519735517044717,-14.747709035873413
CNN_mid_mass_I,19.203954091767915,-15.792137384414673
CNN_mid_mass_I,21.918933463198755,-18.348437547683716
CNN_mid_mass_I,13.74048722843288,-14.014643430709839
CNN_mid_mass_I,15.358298174572807,-15.283429622650146
CNN_mid_mass_I,18.123957380033847,-16.0581111907959
CNN_mid_mass_I,19.906939944134397,-17.325890064239502
CNN_mid_mass_I,3.786254390869575,-11.550909280776978
CNN_mid_mass_I,10.173902795853845,-10.944672115147105
CNN_mid_mass_I,24.58014246296976,-14.153713360428801
CNN_mid_mass_I,11.426013352245068,-13.634763471782199
CNN_mid_mass_I,24.169179803333034,-15.56841377168893
CNN_mid_mass_I,20.402377189638827,-13.255436532199374
CNN_mid_mass_I,11.819095171657413,-11.786233074963084
CNN_mid_mass_I,5.579194355616565,-9.528889879584304
CNN_mid_mass_I,-0.6715077824602779,-8.4423879161477
CNN_mid_mass_I,9.56061424879129,-12.861621752381316
CNN_mid_mass_I,5.867411654663212,-10.290592536330214
CNN_mid_mass_I,6.63350991622253,-10.373505763709536
CNN_mid_mass_I,6.940295780117574,-11.381157487630835
CNN_mid_mass_I,12.182820588981912,-10.927737876772872
CNN_mid_mass_I,20.436695996856816,-15.503510460257521
CNN_mid_mass_I,10.597642300221043,-11.000933125615111
CNN_mid_mass_I,6.413370612555068,-9.503473155200473
CNN_mid_mass_I,7.3786768643664455,-2.472260780632501
CNN_mid_mass_I,5.343325691872032,-0.6733044981956537
CNN_mid_mass_I,-0.5399690447687938,0.7631231099367086
CNN_mid_mass_I,1.489877821066356,-0.025972723960882016
CNN_mid_mass_I,2.5578980639974045,-0.39987284690142233
CNN_mid_mass_I,18.806522131992516,-1.7964590340852793
CNN_mid_mass_I,7.633251047357438,-2.1147906780242973
CNN_mid_mass_I,20.282912237383666,-2.450482733547693
CNN_mid_mass_I,10.377695799376683,-2.469131909310823
CNN_mid_mass_I,11.364100680488473,-3.8286471739411407
CNN_mid_mass_I,7.449098861833474,-1.2469699606299456
CNN_mid_mass_I,2.053451293286878,1.0523989796638433
CNN_mid_mass_I,8.183745420536907,-5.082111619412904
CNN_mid_mass_I,1.2830840778259263,0.42670741677283686
CNN_mid_mass_I,6.359800396400176,-0.9384453296661432
CNN_mid_mass_I,3.2032397954443868,-0.22486280649900992
CNN_mid_mass_I,1.8931053775238502,-0.15409551560878199
CNN_mid_mass_I,9.902272953701475,-1.2294922024011556
CNN_mid_mass_I,6.07693169388977,1.225926354527479
CNN_mid_mass_I,7.1486645645823295,0.4420675337314661
CNN_mid_mass_I,15.42534722856568,-2.9038831591606087
CNN_mid_mass_I,14.307374853437373,-2.6632718741893715
CNN_mid_mass_I,5.773275095138074,0.9783785790205057
CNN_mid_mass_I,2.821529737868362,1.5178818255662974
CNN_mid_mass_I,19.266558560337657,0.5533274263143595
CNN_mid_mass_I,5.171130360055976,0.5995612591505106
CNN_mid_mass_I,11.835617433292498,-1.0894600301980917
CNN_mid_mass_I,7.409615327852983,-0.08202679455279749
CNN_mid_mass_I,23.39571989824772,2.7752410620451027
CNN_mid_mass_I,4.623210466727192,2.5931581854820305
CNN_mid_mass_I,10.594067247424436,-0.03667771816253107
CNN_mid_mass_I,4.93575153920308,0.14859735965729315
CNN_mid_mass_I,3.925006536923075,5.958625674247736
CNN_mid_mass_I,3.2647607376264784,6.452636420726771
CNN_mid_mass_I,10.428403133776158,2.8136238455772347
CNN_mid_mass_I,9.05293601664198,3.577129542827601
CNN_mid_mass_I,6.943656708123901,3.150948882102961
CNN_mid_mass_I,18.276216655270495,5.298362672328944
CNN_mid_mass_I,14.133309158885544,3.3864244818687386
CNN_mid_mass_I,6.163686173713398,6.488391757011408
CNN_mid_mass_I,3.9242584872619104,5.577878654003138
CNN_mid_mass_I,6.633117993867072,5.568110942840571
CNN_mid_mass_I,8.092415725488463,3.362336754798884
CNN_mid_mass_I,1.23371393424608,5.053901672363276
CNN_mid_mass_I,2.400475195915386,6.536470353603358
CNN_mid_mass_I,5.4445897133688,4.606002569198603
CNN_mid_mass_I,8.835106407932738,5.535209178924555
CNN_mid_mass_I,-1.7923124971381952,7.907652854919428
CNN_mid_mass_I,10.878265434730224,9.6558939665556
CNN_mid_mass_I,1.4780659338453148,10.855184495449071
CNN_mid_mass_I,-7.015602234066463,15.13050608336926
CNN_mid_mass_I,15.51534800446411,11.345278844237333
CNN_mid_mass_I,8.19983467736631,11.36427335441113
CNN_mid_mass_I,16.56107994877154,12.800025194883352
CNN_mid_mass_I,10.11632335562229,8.09833630919457
CNN_mid_mass_I,12.612917364471315,9.093075990676885
CNN_mid_mass_I,6.69748113975168,9.775916114449506
CNN_mid_mass_I,8.662048484144462,7.6642084866762215
CNN_mid_mass_I,1.0744805578033427,11.32791936397553
CNN_mid_mass_I,0.7224944276850233,10.756120458245283
CNN_mid_mass_I,1.8479543319273988,11.81414127349854
CNN_mid_mass_I,12.516436713645865,8.97888988256455
CNN_mid_mass_I,3.0535134137012925,10.383771732449537
CNN_mid_mass_I,14.831732838233089,11.442230641841894
CNN_mid_mass_I,10.799785089316169,15.742521733045574
CNN_mid_mass_I,2.921206468547414,13.16772252321243
CNN_mid_mass_I,11.99562781103914,16.59569591283798
CNN_mid_mass_I,10.935333599577257,15.308874100446697
CNN_mid_mass_I,5.41945285001343,12.818170338869091
CNN_mid_mass_I,-2.6387058881240266,15.09720534086227
CNN_mid_mass_I,17.957748586264707,19.552608579397198
CNN_mid_mass_I,-0.9702931528677328,16.10772758722305
CNN_mid_mass_I,8.883432610554147,14.260168373584744
CNN_mid_mass_I,8.639649001194446,12.665313482284542
CNN_mid_mass_I,-2.579085851113784,17.87841990590095
CNN_mid_mass_I,2.980293817941757,14.882913976907727
CNN_mid_mass_I,-0.2970462508920789,16.817535459995266
CNN_mid_mass_I,-0.26494450489657856,14.882840216159817
CNN_mid_mass_I,0.6425795812935016,17.02942550182342
CNN_mid_mass_I,-6.071549764829939,19.58898082375526
CNN_mid_mass_I,2.6101788440453277,23.449912667274482
CNN_mid_mass_I,16.109395475884725,32.142773270607
CNN_mid_mass_I,2.6844980969864407,23.039051890373237
CNN_mid_mass_I,10.90180500699721,28.84908318519593
CNN_mid_mass_I,11.822319681454395,30.003729462623603
CNN_mid_mass_I,10.78326467590881,30.545705556869514
CNN_mid_mass_I,-2.0134329391184957,25.745972990989692
CNN_mid_mass_I,9.048314272770961,27.576383948326118
CNN_mid_mass_I,4.140571678023052,24.817767739295967
CNN_mid_mass_I,4.77133107779593,25.03402531147004
CNN_mid_mass_I,8.215893733937477,27.818354964256294
CNN_mid_mass_I,2.3188069572124497,21.8934714794159
CNN_mid_mass_I,3.6887173560250375,23.84701371192933
CNN_mid_mass_I,8.111667156247854,28.120237588882453
CNN_mid_mass_I,0.0629032891985551,22.41907715797425
CNN_mid_mass_I,-4.744687937650912,27.274850010871894
CNN_mid_mass_I,-7.018876398554845,34.83248744159937
CNN_mid_mass_I,4.265549231139216,35.006157122552395
CNN_mid_mass_I,8.281328637176053,37.4939501285553
CNN_mid_mass_I,10.077979767390795,39.499435015022755
CNN_mid_mass_I,2.0332253604233483,32.312434166669846
CNN_mid_mass_I,4.5936833259812255,35.289327427744865
CNN_mid_mass_I,6.376179181673557,35.272579826414585
CNN_mid_mass_I,7.206367493147611,36.192586459219456
CNN_mid_mass_I,2.046410049866799,32.446652464568615
CNN_mid_mass_I,2.8664562925382,32.47401099652052
CNN_mid_mass_I,7.32421178936426,36.598252691328526
CNN_mid_mass_I,12.652789305576947,42.142041213810444
CNN_mid_mass_I,-0.5202422114759255,31.802919507026672
CNN_mid_mass_I,8.688429097824537,38.44198025763035
CNN_mid_mass_I,1.0576673961112462,31.167897582054138
CNN_mid_mass_I,6.814425608451481,36.065236292779446
CNN_mid_mass_I,7.754026416814473,-7.600624114274966
CNN_mid_mass_I,7.808963682718558,-8.701722696423518
CNN_mid_mass_I,4.188936650517368,-6.532672420144069
CNN_mid_mass_I,31.185793340499103,-8.029222115874278
CNN_mid_mass_I,8.58727925979065,-8.453748002648341
CNN_mid_mass_I,11.193883131500478,-8.210098743438708
CNN_mid_mass_I,1.3879465303328942,-6.381092220544803
CNN_mid_mass_I,14.816002695595232,-10.0249446928501
CNN_mid_mass_I,13.558118666268278,-10.075336322188365
CNN_mid_mass_I,20.987603332184673,-11.028255522251118
CNN_mid_mass_I,9.67186843353842,-8.9438710361719
CNN_mid_mass_I,9.985110493567587,-8.592769876122462
CNN_mid_mass_I,15.679480999256246,-9.637549147009837
CNN_mid_mass_I,-1.4393497050849746,-4.7434054315090055
CNN_mid_mass_I,21.706597290813782,-13.261826336383809
CNN_mid_mass_I,6.523976383151137,-7.403592020273196
CNN_mid_mass_I,1.7822547162278781,-10.419169700506961
CNN_mid_mass_I,7.031934237487725,-12.578172394723602
CNN_mid_mass_I,11.961094395076003,-12.345480557644004
CNN_mid_mass_I,15.469323093936868,-13.118342197302615
CNN_mid_mass_I,5.466529988706763,-9.590694398591012
CNN_mid_mass_I,3.9910982679824207,-10.197408994038899
CNN_mid_mass_I,1.3180801972542764,-9.149574149738658
CNN_mid_mass_I,10.293878267036497,-12.855430082841352
CNN_mid_mass_I,11.341706635952963,-12.766746679941813
CNN_mid_mass_I,14.348326226376901,-12.669944763183594
CNN_mid_mass_I,12.087311036397743,-12.436810768011844
CNN_mid_mass_I,5.599457776068931,-11.013080134536281
CNN_mid_mass_I,11.010244048767131,-12.493425427061137
CNN_mid_mass_I,22.32802277216245,-14.631953745177299
CNN_mid_mass_I,32.71038809335749,-8.677079099597353
CNN_mid_mass_I,10.374909141450557,-12.015900828621604
CNN_mid_mass_I,12.392305061730685,-10.60233940096463
CNN_mid_mass_I,17.36625736530149,-8.41008950682248
CNN_mid_mass_I,3.503717730520106,-6.383767899344954
CNN_mid_mass_I,10.599677971735089,-11.847252354902386
CNN_mid_mass_I,17.818155136135683,-8.809897478889022
CNN_mid_mass_I,5.650933386096573,-7.406593420926268
CNN_mid_mass_I,15.83886736619638,-9.329366333344408
CNN_mid_mass_I,1.5483031522696178,-7.145633066401767
CNN_mid_mass_I,5.641208643933479,-7.9433225533541565
CNN_mid_mass_I,0.920525943597561,-6.134398719843701
CNN_mid_mass_I,13.457874840246884,-8.567630894043871
CNN_mid_mass_I,-3.2183094929458687,-4.18473972993739
CNN_mid_mass_I,16.55409929235166,-8.201889430775367
CNN_mid_mass_I,3.5487579912373586,-9.510317094185778
CNN_mid_mass_I,9.561527764832494,-10.80655034850626
CNN_mid_mass_I,1.7779590550296982,-6.071214816149548
CNN_mid_mass_I,2.542089440476878,-5.300732921151555
CNN_mid_mass_I,6.453655128708159,-7.202107415479773
CNN_mid_mass_I,16.17554110414118,-5.572090429418227
CNN_mid_mass_I,6.54966354825868,-6.627009896671071
CNN_mid_mass_I,12.366532358424807,-7.072930476244759
CNN_mid_mass_I,9.473072974198855,-6.486661293927362
CNN_mid_mass_I,6.201274809767781,-6.583808800753426
CNN_mid_mass_I,7.246745891300274,-7.7108277994043695
CNN_mid_mass_I,1.8025453526270896,-5.172475295908312
CNN_mid_mass_I,13.463879448691953,-6.768644206664141
CNN_mid_mass_I,22.88011890721728,-2.028854454264922
CNN_mid_mass_I,6.833713353490524,-8.457050954594331
CNN_mid_mass_I,0.38766806644145535,-3.209426823784324
CNN_mid_mass_I,2.260545634256547,-5.931255747290219
CNN_mid_mass_I,4.892923822195582,-5.99049820619471
CNN_mid_mass_I,12.486015464579516,-7.410678442786722
CNN_mid_mass_I,16.416149961341965,0.9867471807143294
CNN_mid_mass_I,4.652899922857493,-2.1319571663351593
CNN_mid_mass_I,13.216458725588689,-0.5813738879035475
CNN_mid_mass_I,17.37955181290341,1.3612256330602335
CNN_mid_mass_I,-0.22788747445772448,0.5078133414773406
CNN_mid_mass_I,10.123254629550862,-2.4105703129487854
CNN_mid_mass_I,2.0523118033215577,-1.19516148286707
CNN_mid_mass_I,-0.5062569379479189,-0.2023304209989634
CNN_mid_mass_I,6.487876897527673,-2.0653682596543232
CNN_mid_mass_I,9.26072782190924,-3.672863455379708
CNN_mid_mass_I,2.3614883435204095,-0.37774338441736294
CNN_mid_mass_I,14.051709796460857,-1.186431155485263
CNN_mid_mass_I,16.270485161358266,0.21877288818359636
CNN_mid_mass_I,3.2869847683943956,-1.1221002129947413
CNN_mid_mass_I,5.706119087216003,-1.3387595905977112
CNN_mid_mass_I,5.097266143557094,-2.5570645051843957
CNN_mid_mass_I,1.9775793810548887,3.7217178765465215
CNN_mid_mass_I,1.6213761569200809,2.8005347532384524
CNN_mid_mass_I,5.655676015405828,-0.3721356391906751
CNN_mid_mass_I,5.646656008068039,1.1368372861076792
CNN_mid_mass_I,-1.2999221268964962,6.148700503741993
CNN_mid_mass_I,10.796998936618712,3.86560419026543
CNN_mid_mass_I,2.0058815405008756,3.059886483585132
CNN_mid_mass_I,-7.3110604918703235,7.947559216443229
CNN_mid_mass_I,8.15145516284314,2.694007929633644
CNN_mid_mass_I,9.036391017874962,3.6247039542478663
CNN_mid_mass_I,1.424340655576055,3.854029669481164
CNN_mid_mass_I,15.288997417121244,6.774269482668707
CNN_mid_mass_I,15.748019437898018,7.509840586606193
CNN_mid_mass_I,2.2210499266089014,4.027883094899793
CNN_mid_mass_I,-0.46554242624829806,1.677894592285155
CNN_mid_mass_I,3.524481617583228,1.256845628514008
CNN_mid_mass_I,-6.2755050603867115,11.52888887068805
CNN_mid_mass_I,4.529823007530035,6.184383700875678
CNN_mid_mass_I,0.5141336771168552,7.601091440986188
CNN_mid_mass_I,4.651836904504329,9.370315776151772
CNN_mid_mass_I,-5.9436209057261635,11.698779639075788
CNN_mid_mass_I,5.977705364398822,7.106313985936785
CNN_mid_mass_I,6.384066565733688,7.912919100593122
CNN_mid_mass_I,11.875747295315257,11.224381362690648
CNN_mid_mass_I,6.328767670648521,7.439091626335595
CNN_mid_mass_I,-1.873035534891375,8.971610490013575
CNN_mid_mass_I,6.394563483023609,7.5548487551072085
CNN_mid_mass_I,13.734257708547032,13.028386059929344
CNN_mid_mass_I,-0.9618123299767674,9.732566861545342
CNN_mid_mass_I,4.371597582910189,7.025923448450428
CNN_mid_mass_I,0.6348425519415916,5.619829542496628
CNN_mid_mass_I,17.03513534156337,14.82345076168285
CNN_mid_mass_I,3.360072660197439,18.72651997734518
CNN_mid_mass_I,0.44384685269051766,16.726648106294515
CNN_mid_mass_I,7.867783018323365,22.354953429278197
CNN_mid_mass_I,-0.7777719407495821,16.98239831363453
CNN_mid_mass_I,-2.598021040517303,16.265964508056634
CNN_mid_mass_I,-2.939318426664036,19.161572175867413
CNN_mid_mass_I,1.7844388775121254,18.03835981032427
CNN_mid_mass_I,-1.7145447102995914,15.685749053955073
CNN_mid_mass_I,-3.0970645728812882,15.379156785852762
CNN_mid_mass_I,4.733911045214904,19.413889155668365
CNN_mid_mass_I,-0.7480939071716053,16.494635974659634
CNN_mid_mass_I,12.189429077224903,24.976155337165377
CNN_mid_mass_I,1.397340713739556,16.879628686343917
CNN_mid_mass_I,4.028459400286786,18.006055495318236
CNN_mid_mass_I,1.1336544315317105,16.25613605274873
CNN_mid_mass_I,-2.2159272372454186,16.569325503181005
CNN_mid_mass_I,-4.877960043171602,26.535990834236152
CNN_mid_mass_I,3.637433505439464,27.837541699409492
CNN_mid_mass_I,-2.7855356183008686,24.89332556724549
CNN_mid_mass_I,-9.24466191048826,26.86146795749665
CNN_mid_mass_I,4.079434285824415,29.591590166091926
CNN_mid_mass_I,10.040517243143164,33.624926209449775
CNN_mid_mass_I,0.3397243459327663,24.85307455062867
CNN_mid_mass_I,4.3893906085580285,29.070875048637397
CNN_mid_mass_I,-0.7960038019448766,24.203211069107063
CNN_mid_mass_I,9.209272182097447,33.27333331108094
CNN_mid_mass_I,11.074779204990095,35.170567035675056
CNN_mid_mass_I,3.983768884562096,29.20548617839814
CNN_mid_mass_I,-0.6511955045845843,24.80470538139344
CNN_mid_mass_I,10.993187838903545,34.878930449485786
CNN_mid_mass_I,6.647206078928993,31.312879920005805
CNN_mid_mass_I,10.779837299662463,34.93338823318482
CNN_mid_mass_I,5.90864727954443,-2.817767113447184
CNN_mid_mass_I,5.707530311715439,-3.4348964691162056
CNN_mid_mass_I,10.318581555372909,-4.697492718696589
CNN_mid_mass_I,19.37421124029159,-6.661627441644663
CNN_mid_mass_I,0.15837447658721435,-1.7014317214488928
CNN_mid_mass_I,17.71104591680149,-7.3367193341255135
CNN_mid_mass_I,16.411447378436055,-7.824599742889399
CNN_mid_mass_I,13.176864038532887,-7.978290319442744
CNN_mid_mass_I,4.388126804965626,-1.6667172312736456
CNN_mid_mass_I,8.98100035511086,-5.9029646217822975
CNN_mid_mass_I,14.09148292083703,-6.6959664225578255
CNN_mid_mass_I,7.502944005767034,-2.445738017559046
CNN_mid_mass_I,4.128137356940876,-2.479171752929682
CNN_mid_mass_I,7.565561801144711,-3.1068623065948433
CNN_mid_mass_I,21.480589413481823,-7.1045942604541725
CNN_mid_mass_I,9.578739743264924,-5.419422686100001
CNN_mid_mass_I,7.409610810918954,-7.107357545332471
CNN_mid_mass_I,2.0485920174859986,-5.809851126237345
CNN_mid_mass_I,18.456750519056005,-9.850727428089485
CNN_mid_mass_I,10.613113479131957,-8.60607190565629
CNN_mid_mass_I,14.104931768954918,-11.587706479159266
CNN_mid_mass_I,10.850312015142901,-8.227018876509229
CNN_mid_mass_I,13.867860389873323,-9.102225303649899
CNN_mid_mass_I,10.55102275052997,-7.418129660866474
CNN_mid_mass_I,9.315095544319195,-7.71928483789617
CNN_mid_mass_I,8.35296263838652,-9.863328933715817
CNN_mid_mass_I,16.875846563516564,-10.618782043457028
CNN_mid_mass_I,8.0194935911641,-8.96942182020707
CNN_mid_mass_I,11.180665717596227,-8.492073145779692
CNN_mid_mass_I,8.986305872096885,-6.8135564977472445
CNN_mid_mass_I,9.501774632299076,-9.002141519026319
CNN_mid_mass_I,20.240673227996904,-8.804763447154649
CNN_mid_mass_I,12.163947306150144,-13.40709096855588
CNN_mid_mass_I,11.493111349158797,-15.18713235855103
CNN_mid_mass_I,1.5328687145342417,-12.68164002233082
CNN_mid_mass_I,6.527253940725846,-14.573646916283506
CNN_mid_mass_I,0.0396187553940903,-12.48136162757874
CNN_mid_mass_I,0.30165204443653004,-13.540307680765792
CNN_mid_mass_I,5.02283178696262,-13.3104466729694
CNN_mid_mass_I,1.7162343849088812,-12.97025581200918
CNN_mid_mass_I,13.567141332167918,-14.110659725136232
CNN_mid_mass_I,-0.5417315846969053,-12.027128537495937
CNN_mid_mass_I,12.870214908850999,-14.282923771275419
CNN_mid_mass_I,15.711410260416143,-13.059493733776945
CNN_mid_mass_I,4.5789816863379915,-14.495019283559593
CNN_mid_mass_I,6.982558392420235,-14.280007779598241
CNN_mid_mass_I,5.715784006711306,-14.845765299267244
CNN_mid_mass_I,1.2404705891653571,-12.581767307387462
CNN_mid_mass_I,5.3283992212162365,-13.512790865368318
CNN_mid_mass_I,5.569108575422342,-13.473688562711086
CNN_mid_mass_I,0.23807647017506872,-9.768438670370319
CNN_mid_mass_I,6.259921673324833,-13.444828987121587
CNN_mid_mass_I,-6.023334729596587,-7.793769240379339
CNN_mid_mass_I,13.703369118799138,-10.794001155429422
CNN_mid_mass_I,6.5990901106896676,-12.188628978199434
CNN_mid_mass_I,2.9505116526793995,-13.422380553351513
CNN_mid_mass_I,6.606341248943956,-13.332473569446146
CNN_mid_mass_I,-5.114359526013991,-9.220886892742586
CNN_mid_mass_I,3.598872416651959,-11.280077695846563
CNN_mid_mass_I,4.685476810934394,-13.615841004583576
CNN_mid_mass_I,9.38678547324505,-12.68809404638079
CNN_mid_mass_I,15.503002108086664,-10.161550508605115
CNN_mid_mass_I,7.241408259450319,-12.444911069340181
CNN_mid_mass_I,-2.696845434778674,-8.848940001593702
CNN_mid_mass_I,8.843156769173149,-7.270093758900963
CNN_mid_mass_I,2.1296129325690414,-9.450040923224558
CNN_mid_mass_I,13.133784774321681,-5.042032400767011
CNN_mid_mass_I,15.704941264518707,-3.8043419520060247
CNN_mid_mass_I,-1.4267074990895134,-6.275755829281279
CNN_mid_mass_I,10.949400799159525,-5.500948429107668
CNN_mid_mass_I,0.6149801149933283,-6.59561422136095
CNN_mid_mass_I,12.714185396878891,-6.161453988817005
CNN_mid_mass_I,5.979238261174901,-8.55330891079373
CNN_mid_mass_I,3.7752875355134456,-8.325380749172636
CNN_mid_mass_I,15.10533702297846,-3.3028483390808128
CNN_mid_mass_I,13.754699910000777,-3.6545356114705427
CNN_mid_mass_I,8.532572144512175,-5.837919976976185
CNN_mid_mass_I,15.711571320473016,-3.66605255338881
CNN_mid_mass_I,8.964773248516202,-6.855636172824438
CNN_mid_mass_I,1.0926791116872865,-6.371831893920901
CNN_mid_mass_I,19.601222928826203,5.365326007207241
CNN_mid_mass_I,10.174720910001046,-0.6914158662160182
CNN_mid_mass_I,-0.34042717453460425,-3.5331169764200796
CNN_mid_mass_I,7.955336162928643,-1.1623740196227972
CNN_mid_mass_I,-3.6407566059915117,-5.194682876269018
CNN_mid_mass_I,-1.560763478175151,-2.571695049603775
CNN_mid_mass_I,1.2106062177276224,-3.424608707427973
CNN_mid_mass_I,2.374213898453014,-3.884663184483841
CNN_mid_mass_I,-6.519302919029755,-0.45376022656758075
CNN_mid_mass_I,-4.1627366123497636,-2.2628734509150132
CNN_mid_mass_I,0.3108187696291217,-2.6815523703892974
CNN_mid_mass_I,7.5635354353530335,-2.7873694896697945
CNN_mid_mass_I,10.89299029574849,-0.0328143437703395
CNN_mid_mass_I,8.319443490011386,-1.5199005603790228
CNN_mid_mass_I,4.16448624766035,-3.015456597010289
CNN_mid_mass_I,11.138836880009894,0.2618700265884455
CNN_mid_mass_I,9.052964474688217,5.342921945783821
CNN_mid_mass_I,-2.9003119031440368,1.731683148278124
CNN_mid_mass_I,-6.984456281217401,1.143811808692078
CNN_mid_mass_I,5.564477524130824,3.1683531072404585
CNN_mid_mass_I,2.0929410263926367,4.070113764868836
CNN_mid_mass_I,8.190607432236007,3.6411722501118913
CNN_mid_mass_I,1.9313386273757311,2.198251750734111
CNN_mid_mass_I,6.066488659315987,3.849975268046055
CNN_mid_mass_I,0.7210564581033125,2.206585804621372
CNN_mid_mass_I,7.175707335511612,4.152835077709616
CNN_mid_mass_I,-0.2272982328198068,0.30171540048386697
CNN_mid_mass_I,8.445338131852575,3.706555234061341
CNN_mid_mass_I,-5.475722705999556,4.1967709859212174
CNN_mid_mass_I,2.597784584448109,2.419308159086433
CNN_mid_mass_I,-2.262509786693969,2.925601932737556
