epoch,loss,rmse,val_loss,val_rmse
0,1.0428447723388672,0.9979353547096252,1.0656169652938843,1.009351134300232
1,1.0253719091415405,0.9892811179161072,1.2422466278076172,1.093472957611084
2,0.9879879951477051,0.9703188538551331,1.1325026750564575,1.042153000831604
3,0.8796489834785461,0.9128338694572449,1.611621379852295,1.251107931137085
4,0.8052600026130676,0.8711727857589722,1.0589829683303833,1.0063282251358032
5,0.7565549612045288,0.8427916765213013,0.9397150874137878,0.9452458620071411
6,0.7201497554779053,0.8209479451179504,1.0120699405670166,0.9828066825866699
7,0.686458945274353,0.8002046346664429,0.8740609884262085,0.9099233746528625
8,0.6638635993003845,0.7859980463981628,0.7153447270393372,0.8181093335151672
9,0.6461175680160522,0.7746633887290955,0.8346221446990967,0.8880530595779419
10,0.6316258311271667,0.7652885317802429,0.9540500044822693,0.9529507756233215
11,0.6194786429405212,0.7573381662368774,0.7604408860206604,0.8453066945075989
12,0.6008720993995667,0.7449792623519897,1.4470646381378174,1.1837263107299805
13,0.573602020740509,0.7264770269393921,0.8021858334541321,0.8696978092193604
14,0.558320164680481,0.7159079313278198,1.2655962705612183,1.1044520139694214
15,0.5449675917625427,0.7065384387969971,1.1777385473251343,1.063944935798645
16,0.5111716389656067,0.6822230815887451,1.9929993152618408,1.3954463005065918
17,0.49577608704566956,0.6708635091781616,0.9790233373641968,0.9660806655883789
18,0.47444477677345276,0.6547847390174866,1.6610751152038574,1.270976185798645
19,0.4430122375488281,0.6303383111953735,2.020672082901001,1.4053446054458618
20,0.42084506154060364,0.6125118136405945,0.8285284638404846,0.8847928643226624
21,0.39748522639274597,0.593143105506897,1.1114275455474854,1.0323600769042969
22,0.37164703011512756,0.5709602236747742,3.0126852989196777,1.7225096225738525
23,0.3586014211177826,0.5594314932823181,1.3050761222839355,1.1222484111785889
24,0.3188911974430084,0.5227501392364502,2.054774045944214,1.4174504280090332
25,0.31790706515312195,0.5218318700790405,0.8596976399421692,0.9022775292396545
26,0.3034866750240326,0.5078405737876892,1.5399723052978516,1.222455382347107
27,0.2800582945346832,0.4842451512813568,1.7203245162963867,1.2941309213638306
28,0.27069470286369324,0.47450774908065796,2.5439200401306152,1.5806314945220947
29,0.2585216462612152,0.46152904629707336,1.7372105121612549,1.3006579875946045
30,0.25117185711860657,0.4535219073295593,1.2869293689727783,1.1142046451568604
31,0.2322167009115219,0.43215033411979675,1.560464859008789,1.2308599948883057
32,0.231578528881073,0.43144315481185913,1.1189885139465332,1.036131501197815
33,0.22521290183067322,0.4240383207798004,0.8660304546356201,0.9058932065963745
34,0.21731255948543549,0.4146542251110077,3.340092182159424,1.8151402473449707
35,0.20339518785476685,0.39756104350090027,3.5863113403320312,1.881751298904419
36,0.20463642477989197,0.39915934205055237,2.0337557792663574,1.4101277589797974
37,0.19698967039585114,0.3895038962364197,1.9478883743286133,1.3793590068817139
38,0.1907390058040619,0.3814466595649719,0.935708224773407,0.9436579346656799
39,0.18531940877437592,0.3743227422237396,3.8726940155029297,1.9564018249511719
40,0.18377025425434113,0.37229979038238525,3.0216705799102783,1.7252624034881592
41,0.17998716235160828,0.36723899841308594,2.227510452270508,1.4772974252700806
42,0.1779618263244629,0.3645256757736206,0.9430826306343079,0.9476405382156372
43,0.17192065715789795,0.3562012314796448,1.6316136121749878,1.259600043296814
44,0.16522414982318878,0.34673166275024414,2.5702857971191406,1.5891213417053223
45,0.16375404596328735,0.3446735143661499,0.9355943202972412,0.9437492489814758
46,0.17212916910648346,0.3566737174987793,1.207144021987915,1.078076720237732
47,0.16696225106716156,0.3494090437889099,0.8575192093849182,0.9014785885810852
48,0.1599908322095871,0.3393492102622986,1.3489075899124146,1.1419715881347656
49,0.16291064023971558,0.34368717670440674,0.9321700930595398,0.9420187473297119
50,0.16429093480110168,0.34574463963508606,0.9815413951873779,0.9678909182548523
51,0.1545085608959198,0.3313594162464142,1.4772841930389404,1.1969115734100342
52,0.15750034153461456,0.3359069228172302,3.0581448078155518,1.7359435558319092
53,0.15625911951065063,0.33411526679992676,1.4920495748519897,1.2030960321426392
54,0.15401732921600342,0.33080151677131653,1.2442131042480469,1.0952848196029663
55,0.14971861243247986,0.3243081569671631,1.2163007259368896,1.0824873447418213
56,0.14767836034297943,0.3212125301361084,1.1410343647003174,1.0471646785736084
57,0.1459045559167862,0.31850549578666687,1.177603840827942,1.0645027160644531
58,0.1480623036623001,0.3219429552555084,1.4112532138824463,1.16912841796875
59,0.14368796348571777,0.3151479661464691,2.55938720703125,1.5858874320983887
60,0.14290839433670044,0.31397688388824463,0.9067642688751221,0.9286885261535645
61,0.14255432784557343,0.31348565220832825,1.160205364227295,1.0563833713531494
62,0.14637447893619537,0.31958603858947754,1.7425782680511475,1.3032116889953613
63,0.1395317018032074,0.30876559019088745,1.0703203678131104,1.012988805770874
64,0.14108780026435852,0.3113420903682709,1.6707637310028076,1.2753947973251343
65,0.14487223327159882,0.3174263834953308,2.0357930660247803,1.4112759828567505
66,0.14351435005664825,0.3153464198112488,0.9672418832778931,0.9608278274536133
67,0.13609829545021057,0.30342522263526917,1.016158938407898,0.9859760403633118
68,0.13487589359283447,0.3014753460884094,0.8424197435379028,0.8935626745223999
69,0.13532058894634247,0.3022838532924652,0.8955487608909607,0.9228349328041077
70,0.1330096423625946,0.2985086739063263,1.1254068613052368,1.039965033531189
71,0.13155028223991394,0.29612526297569275,0.9941504001617432,0.9748383164405823
72,0.12952114641666412,0.29274892807006836,1.3131219148635864,1.126643419265747
73,0.131760373711586,0.29662084579467773,0.8939835429191589,0.9220792651176453
74,0.1352800577878952,0.3025684654712677,2.593019962310791,1.5966557264328003
75,0.13262026011943817,0.298208087682724,2.291482925415039,1.4992702007293701
76,0.12710216641426086,0.28887927532196045,0.8123490810394287,0.8767678737640381
77,0.13201847672462463,0.2973385453224182,0.8525819182395935,0.8994397521018982
78,0.12655873596668243,0.28808003664016724,1.2824714183807373,1.1130703687667847
79,0.128025621175766,0.2906857132911682,1.123425841331482,1.0391908884048462
80,0.1235349252820015,0.2829282879829407,1.0566251277923584,1.0065587759017944
81,0.1250060796737671,0.28559452295303345,0.8373469710350037,0.8910255432128906
82,0.127401202917099,0.28983038663864136,1.5060265064239502,1.2093993425369263
83,0.12594303488731384,0.28737005591392517,1.0329909324645996,0.994810938835144
84,0.12413181364536285,0.2842732071876526,1.039397120475769,0.9980481863021851
85,0.12710480391979218,0.2895245850086212,0.8999168276786804,0.9255568385124207
86,0.12287388741970062,0.28219136595726013,1.0631089210510254,1.009894609451294
87,0.12587863206863403,0.2875346541404724,0.9714034199714661,0.9634423851966858
88,0.12467996776103973,0.28551045060157776,0.8605766296386719,0.9041205644607544
89,0.11982037872076035,0.2769410014152527,1.1005780696868896,1.0283352136611938
90,0.12210820615291595,0.2811112403869629,1.0271011590957642,0.9919847846031189
91,0.12013447284698486,0.2776431739330292,0.9725134372711182,0.9640976786613464
92,0.12239422649145126,0.28175508975982666,1.3115578889846802,1.1263086795806885
93,0.12062686681747437,0.27867379784584045,1.0102745294570923,0.9835273623466492
94,0.12122756987810135,0.2798154652118683,0.999398410320282,0.978000819683075
95,0.12033912539482117,0.27829262614250183,1.0974678993225098,1.0269347429275513
96,0.12096646428108215,0.27948835492134094,1.0292054414749146,0.9931626915931702
97,0.11931145936250687,0.27657875418663025,1.0292257070541382,0.9931902885437012
98,0.12052571028470993,0.2788303792476654,0.8440868854522705,0.895167887210846
99,0.1183634027838707,0.2749927043914795,1.0441083908081055,1.0006916522979736
