epoch,loss,rmse,val_loss,val_rmse
0,1.4607778787612915,0.9957112669944763,1.5471622943878174,1.0403199195861816
1,1.434949517250061,0.9872061014175415,1.819069266319275,1.1676373481750488
2,1.4098930358886719,0.9790990352630615,1.9646352529525757,1.2319679260253906
3,1.3432480096817017,0.9485989809036255,1.9404075145721436,1.2248562574386597
4,1.2881613969802856,0.922416627407074,1.7188119888305664,1.1332621574401855
5,1.2462619543075562,0.9024050235748291,2.067274570465088,1.2798353433609009
6,1.2269763946533203,0.8944997191429138,1.2823385000228882,0.926268458366394
7,1.2116178274154663,0.8886045813560486,1.224950909614563,0.8974229693412781
8,1.1998597383499146,0.8846328854560852,1.2368842363357544,0.9066066741943359
9,1.185713529586792,0.8792179822921753,1.1739686727523804,0.8738295435905457
10,1.173563003540039,0.8748480677604675,1.4365392923355103,1.0151710510253906
11,1.1635016202926636,0.8715897798538208,1.2204428911209106,0.904869019985199
12,1.1629961729049683,0.8737295866012573,1.1474659442901611,0.866001307964325
13,1.14730966091156,0.8670632839202881,1.1001166105270386,0.8406146168708801
14,1.1386184692382812,0.8643335700035095,1.165790319442749,0.8810319900512695
15,1.13535475730896,0.8646713495254517,1.1324706077575684,0.8640962243080139
16,1.1175538301467896,0.8564817309379578,1.0991621017456055,0.8467660546302795
17,1.1230363845825195,0.8617576360702515,1.1176180839538574,0.8596305251121521
18,1.1020017862319946,0.8514779210090637,1.0786720514297485,0.8386809825897217
19,1.1077628135681152,0.8567812442779541,1.0730894804000854,0.83726567029953
20,1.0945810079574585,0.8509059548377991,1.1061294078826904,0.8585867285728455
21,1.0883057117462158,0.8490015268325806,1.1410131454467773,0.8803235292434692
22,1.086300015449524,0.8494982719421387,1.0807507038116455,0.8470550179481506
23,1.0697112083435059,0.8413060903549194,1.0970712900161743,0.8581961393356323
24,1.0652401447296143,0.8401897549629211,1.052930474281311,0.833587646484375
25,1.0619014501571655,0.8396676778793335,1.1242070198059082,0.876679539680481
26,1.0517877340316772,0.8350300788879395,1.0543904304504395,0.8372731804847717
27,1.0477027893066406,0.8339088559150696,1.0697616338729858,0.8476749062538147
28,1.0395680665969849,0.8302937150001526,1.0516610145568848,0.8381655812263489
29,1.0337926149368286,0.8280199766159058,1.1937265396118164,0.9200607538223267
30,1.0315990447998047,0.8278302550315857,1.1931675672531128,0.9207599759101868
31,1.025362491607666,0.8251386880874634,1.4544845819473267,1.0539679527282715
32,1.0190402269363403,0.8223258852958679,1.1176074743270874,0.8806883692741394
33,1.012636661529541,0.8193969130516052,1.2122443914413452,0.9336978197097778
34,1.0107359886169434,0.8191581964492798,1.203275203704834,0.929675281047821
35,1.0046416521072388,0.8162945508956909,1.032606840133667,0.8336575031280518
36,1.0028825998306274,0.8160281181335449,1.024572491645813,0.8295930027961731
37,0.998913586139679,0.8143529891967773,1.0395866632461548,0.839316725730896
38,0.989513635635376,0.8092881441116333,1.067955732345581,0.8567184805870056
39,0.9916128516197205,0.8112624287605286,1.0224753618240356,0.8303878307342529
40,0.9820638298988342,0.805994987487793,1.2655940055847168,0.9662582278251648
41,0.9719167947769165,0.8002783060073853,1.1825069189071655,0.9227725267410278
42,0.9669806361198425,0.7977541089057922,1.0545175075531006,0.8511061072349548
43,0.9711576700210571,0.8008898496627808,1.0442734956741333,0.8455502390861511
44,0.9547778367996216,0.7911021113395691,1.089768886566162,0.8724732398986816
45,0.9626626968383789,0.7965267896652222,1.0365501642227173,0.8418407440185547
46,0.9594622254371643,0.7949398756027222,1.0255556106567383,0.835669219493866
47,0.9534887671470642,0.7915701866149902,1.0175707340240479,0.8312437534332275
48,0.954257607460022,0.7924219369888306,1.3101204633712769,0.9920070171356201
49,0.9544867873191833,0.7929040789604187,1.0118298530578613,0.8284279108047485
50,0.9489203691482544,0.7896926403045654,1.0788753032684326,0.8682172298431396
51,0.9463707804679871,0.788356602191925,1.0171740055084229,0.8321793079376221
52,0.9426947236061096,0.7862802743911743,1.0209786891937256,0.8346973657608032
53,0.9376177191734314,0.7832833528518677,1.0285803079605103,0.8394450545310974
