epoch,acc,false_positives,loss,recall,true_positives,val_acc,val_false_positives,val_loss,val_recall,val_true_positives
0,0.6310261487960815,1710.0,0.6864165663719177,0.5564738512039185,3232.0,0.5,1452.0,2.285996913909912,1.0,1452.0
1,0.8601067662239075,629.0,0.40144550800323486,0.8285123705863953,4812.0,0.5,1452.0,1.5239901542663574,1.0,1452.0
2,0.9434400796890259,246.0,0.22574804723262787,0.9292355179786682,5397.0,0.8884297609329224,6.0,0.3237886130809784,0.7809917330741882,1134.0
3,0.9505854249000549,223.0,0.1963854730129242,0.9395661354064941,5457.0,0.959022045135498,76.0,0.1613733172416687,0.9703856706619263,1409.0
4,0.9610020518302917,170.0,0.16683566570281982,0.9512740969657898,5525.0,0.9662534594535828,38.0,0.13746273517608643,0.9586777091026306,1392.0
5,0.9619490504264832,175.0,0.16059663891792297,0.9540289044380188,5541.0,0.9714187383651733,40.0,0.13026957213878632,0.9703856706619263,1409.0
6,0.9659090638160706,152.0,0.14961658418178558,0.957988977432251,5564.0,0.9731404781341553,43.0,0.1293308585882187,0.975895345211029,1417.0
7,0.9707300066947937,128.0,0.14260229468345642,0.9634986519813538,5596.0,0.9724518060684204,43.0,0.12752002477645874,0.9745178818702698,1415.0
8,0.970643937587738,131.0,0.14219582080841064,0.9638429880142212,5598.0,0.9659090638160706,67.0,0.13827508687973022,0.9779614210128784,1420.0
9,0.9721074104309082,122.0,0.13724149763584137,0.9652203917503357,5606.0,0.9717630743980408,34.0,0.12752290070056915,0.9669421315193176,1404.0
10,0.971504807472229,145.0,0.13208170235157013,0.9679751992225647,5622.0,0.974862277507782,35.0,0.12045233696699142,0.9738292098045349,1414.0
11,0.9750344157218933,118.0,0.12351339310407639,0.9703856706619263,5636.0,0.9786501526832581,24.0,0.11429872363805771,0.9738292098045349,1414.0
12,0.9770144820213318,94.0,0.1180117055773735,0.9702134728431702,5635.0,0.9745178818702698,31.0,0.11569526046514511,0.9703856706619263,1409.0
13,0.9769283533096313,104.0,0.11813825368881226,0.9717630743980408,5644.0,0.9700413346290588,43.0,0.1319197416305542,0.9696969985961914,1408.0
14,0.9778753519058228,95.0,0.11804501712322235,0.9721074104309082,5646.0,0.975895345211029,29.0,0.12102989107370377,0.9717630743980408,1411.0
15,0.9764118194580078,104.0,0.11841686069965363,0.9707300066947937,5638.0,0.977617084980011,12.0,0.12295558303594589,0.9634986519813538,1399.0
16,0.9797692894935608,89.0,0.11141134053468704,0.974862277507782,5662.0,0.9772727489471436,27.0,0.11443549394607544,0.9731404781341553,1413.0
17,0.9799414873123169,91.0,0.10831759124994278,0.9755509495735168,5666.0,0.9672865271568298,74.0,0.14340418577194214,0.9855371713638306,1431.0
18,0.9799414873123169,99.0,0.10951608419418335,0.9769283533096313,5674.0,0.9762396812438965,34.0,0.1177237331867218,0.975895345211029,1417.0
19,0.9808884263038635,82.0,0.10277575999498367,0.975895345211029,5668.0,0.9600551128387451,98.0,0.15702800452709198,0.9876033067703247,1434.0
20,0.981232762336731,87.0,0.10066653043031693,0.9774448871612549,5677.0,0.9714187383651733,58.0,0.12628161907196045,0.9827823638916016,1427.0
21,0.9820075631141663,81.0,0.10052792727947235,0.9779614210128784,5680.0,0.9734848737716675,46.0,0.11872897297143936,0.9786501526832581,1421.0
22,0.9841597676277161,68.0,0.09634170681238174,0.9800275564193726,5692.0,0.9731404781341553,48.0,0.12459369748830795,0.9793388247489929,1422.0
23,0.9838154315948486,78.0,0.09425699710845947,0.9810606241226196,5698.0,0.9769283533096313,33.0,0.11941402405500412,0.9765840172767639,1418.0
24,0.9853650331497192,67.0,0.09421122074127197,0.982265830039978,5705.0,0.9755509495735168,40.0,0.11657749861478806,0.9786501526832581,1421.0
25,0.9841597676277161,72.0,0.09173422306776047,0.9807162284851074,5696.0,0.9755509495735168,40.0,0.11908315122127533,0.9786501526832581,1421.0
26,0.9854511022567749,67.0,0.09244191646575928,0.9824380278587341,5706.0,0.974862277507782,43.0,0.11897547543048859,0.9793388247489929,1422.0
27,0.9859676361083984,59.0,0.09204254299402237,0.9820936918258667,5704.0,0.9690082669258118,62.0,0.13468489050865173,0.9807162284851074,1424.0
28,0.9851928353309631,71.0,0.08903167396783829,0.9826101660728455,5707.0,0.975895345211029,34.0,0.12124582380056381,0.9752066135406494,1416.0
29,0.9884641766548157,42.0,0.0831371620297432,0.9841597676277161,5716.0,0.9752066135406494,40.0,0.12446749955415726,0.9779614210128784,1420.0
30,0.9870867729187012,57.0,0.08769024908542633,0.9839876294136047,5715.0,0.9745178818702698,48.0,0.12938493490219116,0.9820936918258667,1426.0
31,0.9870007038116455,63.0,0.08712545782327652,0.9848484992980957,5720.0,0.9741735458374023,49.0,0.12744468450546265,0.9820936918258667,1426.0
32,0.9884641766548157,55.0,0.08286954462528229,0.9863981008529663,5729.0,0.974862277507782,48.0,0.12708330154418945,0.9827823638916016,1427.0
33,0.9873450398445129,63.0,0.08514543622732162,0.9855371713638306,5724.0,0.9734848737716675,51.0,0.1277417540550232,0.9820936918258667,1426.0
34,0.9873450398445129,60.0,0.08227471262216568,0.985020637512207,5721.0,0.974862277507782,46.0,0.1268196403980255,0.9814049601554871,1425.0
35,0.9876893758773804,57.0,0.08406861871480942,0.9851928353309631,5722.0,0.9755509495735168,44.0,0.1260194629430771,0.9814049601554871,1425.0
36,0.9886363744735718,43.0,0.08347907662391663,0.9846763014793396,5719.0,0.974862277507782,46.0,0.12711761891841888,0.9814049601554871,1425.0
37,0.9860537052154541,62.0,0.08779528737068176,0.9827823638916016,5708.0,0.9745178818702698,47.0,0.12737469375133514,0.9814049601554871,1425.0
38,0.9878615736961365,51.0,0.08438383787870407,0.9845041036605835,5718.0,0.974862277507782,46.0,0.1271163821220398,0.9814049601554871,1425.0
39,0.9868285059928894,57.0,0.08491648733615875,0.9834710955619812,5712.0,0.9752066135406494,45.0,0.12668710947036743,0.9814049601554871,1425.0
40,0.9878615736961365,52.0,0.08379045873880386,0.9846763014793396,5719.0,0.9745178818702698,47.0,0.1273123174905777,0.9814049601554871,1425.0
41,0.9881198406219482,53.0,0.0856306329369545,0.9853650331497192,5723.0,0.9752066135406494,45.0,0.12674248218536377,0.9814049601554871,1425.0
42,0.9876893758773804,57.0,0.0845014899969101,0.9851928353309631,5722.0,0.974862277507782,46.0,0.12721042335033417,0.9814049601554871,1425.0
43,0.9878615736961365,52.0,0.08505631983280182,0.9846763014793396,5719.0,0.9745178818702698,47.0,0.12732765078544617,0.9814049601554871,1425.0
44,0.9872589707374573,70.0,0.08339200913906097,0.9865702390670776,5730.0,0.9752066135406494,45.0,0.12656544148921967,0.9814049601554871,1425.0
45,0.9888085126876831,45.0,0.08586056530475616,0.9853650331497192,5723.0,0.974862277507782,46.0,0.12729261815547943,0.9814049601554871,1425.0
46,0.9865702390670776,57.0,0.08760508894920349,0.9829545617103577,5709.0,0.974862277507782,46.0,0.12724536657333374,0.9814049601554871,1425.0
47,0.987517237663269,54.0,0.08488552272319794,0.9843319654464722,5717.0,0.9745178818702698,47.0,0.12721876800060272,0.9814049601554871,1425.0
48,0.9876893758773804,61.0,0.08647853881120682,0.9858815670013428,5726.0,0.9752066135406494,45.0,0.1264665424823761,0.9814049601554871,1425.0
49,0.9882059097290039,54.0,0.0836825892329216,0.9857093691825867,5725.0,0.9752066135406494,45.0,0.1264975219964981,0.9814049601554871,1425.0
50,0.9871728420257568,56.0,0.08632758259773254,0.9839876294136047,5715.0,0.974862277507782,46.0,0.12688586115837097,0.9814049601554871,1425.0
51,0.9879476428031921,51.0,0.08366389572620392,0.9846763014793396,5719.0,0.974862277507782,46.0,0.1270790696144104,0.9814049601554871,1425.0
52,0.9871728420257568,55.0,0.08628635853528976,0.9838154315948486,5714.0,0.9745178818702698,47.0,0.1272500455379486,0.9814049601554871,1425.0
53,0.9893250465393066,50.0,0.083572618663311,0.9872589707374573,5734.0,0.974862277507782,47.0,0.1274135708808899,0.9820936918258667,1426.0
54,0.9880337715148926,47.0,0.08335457742214203,0.9841597676277161,5716.0,0.9752066135406494,45.0,0.12663303315639496,0.9814049601554871,1425.0
55,0.9866563081741333,67.0,0.08435314148664474,0.9848484992980957,5720.0,0.974862277507782,46.0,0.12732526659965515,0.9814049601554871,1425.0
56,0.987517237663269,58.0,0.08478293567895889,0.985020637512207,5721.0,0.974862277507782,46.0,0.126910001039505,0.9814049601554871,1425.0
57,0.9872589707374573,58.0,0.08625086396932602,0.9845041036605835,5718.0,0.974862277507782,47.0,0.12730875611305237,0.9820936918258667,1426.0
58,0.9879476428031921,53.0,0.08749864250421524,0.985020637512207,5721.0,0.9745178818702698,47.0,0.12722979485988617,0.9814049601554871,1425.0
59,0.9882920384407043,51.0,0.08173240721225739,0.9853650331497192,5723.0,0.974862277507782,47.0,0.12742388248443604,0.9820936918258667,1426.0
